0.0,2015-12-28 02:33:37,0,2960315,16777215
0.0,2015-12-28 02:33:28,卡了，，，,2960315,16777215
0.0,2015-11-06 07:44:13,这个地方好像纳尼亚传奇3里面阿斯兰出现的地方。。。。。。,2410803,3355647
5.448,2015-08-01 21:16:53,向经典致敬！！！！,1119721,16724838
6.11,2016-02-01 04:04:24,第一个,3347928,16777215
8.5,2015-08-22 01:24:16,向经典致敬！！！！向经典致敬！！！！,1793776,16777215
9.728,2015-12-29 10:52:05,我是要成为海贼王的男人,2062363,65331
10.906,2015-08-22 01:24:32,向经典致敬！！！！向经典致敬！！！！向经典致敬！！！！向经典致敬！！！！向经典致敬！！！！,1793776,16777215
11.32,2015-12-07 21:06:54,20151208 5个小伙伴在线啊,1830545,16711680
11.998,2015-09-03 11:00:45,在线81`弹幕420,1875655,16777215
13.283,2015-08-27 04:59:57,....................,1784144,16777215
13.7460002899,2015-09-02 10:50:09,向经典致敬！！！！,1860767,16777215
14.0,2015-11-28 08:57:16,全体起立--然后脱帽--为经典致敬150分钟,2657861,16777215
14.415,2015-08-26 12:48:33,弟弟弟，这里这里,1827045,16777215
15.574,2015-07-09 06:47:38,2015.7.9..18.47   第一？,1464289,16777215
16.968,2015-08-22 01:25:50,怎么没有声音,1793776,16777215
17.815,2015-07-09 07:28:17,零弹幕？？？？,1178882,16777215
20.014,2015-08-22 01:26:37,前面没声音吗,1793776,16777215
21.804,2016-01-22 11:52:32,我乃惹，刚从第一部来,3252953,16777215
25.508,2016-01-15 07:22:06,2016.1.15,1673324,16777215
25.841,2016-01-22 23:37:31,嗯,2863362,16777215
26.936,2015-10-02 06:17:17,2015/10/2 18：17 第二部 继续····,2129065,16777215
27.416,2015-09-29 00:14:45,经典,2127527,16711833
28.0,2015-11-28 09:40:09,男神男神,2181682,15932403
32.685,2015-08-24 09:07:45,倒着看,1745842,16777215
33.799,2015-09-12 00:21:57,2015年9月12日12:21:48 在线的32个基佬出来,1799472,16777215
38.129,2015-11-26 02:16:56,2015,1708356,13369344
40.735,2015-11-30 04:39:59,2015.11.30,1975171,16777215
41.797,2015-11-26 02:17:00,11,1708356,13369344
42.574,2015-09-10 07:06:05,恩 向经典致敬，等2017年第五部,854887,13434777
45.717,2015-11-28 05:30:18,全体起立 为经典致敬,2657861,16777215
46.963,2015-11-26 02:17:05,26,1708356,13369344
49.821,2015-09-29 00:15:08,杰克斯派洛,2127527,16711833
50.193,2016-02-01 01:41:45,5，4，3，2，1,3372711,16777215
51.748,2015-11-29 08:30:37,2015 11 29,2661506,16777215
52.5219993591,2015-09-04 06:59:03,二周目,1637629,16777215
54.171,2015-07-09 07:58:28,2015.7.9--19：58,1517363,16777215
54.613,2015-08-01 00:48:47,后面依旧排好队！我来舔船长了！,1666337,16777215
54.725,2015-11-24 05:17:52,2015 10 24  在线9，弹幕735,1203849,16777215
60.375,2015-07-23 11:16:13,在线的发个声好吗,1545478,16777215
61.811,2015-12-22 08:33:03,21:33,1174024,16777215
61.84,2015-07-10 05:15:27,2015.9.10--17:13,1519842,16777215
63.007,2015-07-10 10:22:45,2015年7月14日 22:21:45,1484471,16777215
63.187,2016-01-01 09:30:24,23333 2016.1.1的来了,1080677,16463928
63.28,2015-07-09 09:34:46,7-9为我普刷一发,1229821,16777215
63.5089988708,2015-11-24 07:50:25,2015.11.24来重温经典,2100047,16777215
64.233,2015-10-02 06:17:54,在线26个海盗,2129065,16777215
64.398,2015-07-10 21:10:44,加勒比,1262280,16777215
65.815,2015-12-23 09:27:48,好好好,2629121,16777215
67.6470031738,2015-12-02 11:16:34,12.3号凌晨0.20分,2704166,16777215
67.698,2016-01-07 11:32:08,2016-01-08 来补经典的,3086121,16777215
68.32,2016-01-16 21:41:23,好喜欢弹幕,3140106,16777215
69.484,2015-09-03 23:25:12,2015.9.10那位你是来自未来的吗？今天才九月四号,1927267,16777215
75.0,2016-01-31 15:27:13,2016.2.1,1418770,16777215
75.2630004883,2015-11-13 17:49:17,2015.11.14,2187208,16777215
75.517,2015-11-14 10:06:32,20151114 23:04 在线14 ,2072037,16777215
76.19,2015-08-28 01:20:05,不知道几周目了，来看开花的🌼的,1800832,16777215
76.261,2016-01-19 23:32:32,五周目舔船长，2016.1.20,3221501,16777215
76.62,2015-07-11 04:07:41,2015年7月11日16:08:36,1226523,16777215
77.079,2015-08-01 00:49:43,2015、8、1,1666337,16777215
79.929,2015-08-09 03:51:54,20150809,1223624,3381708
80.404,2015-11-29 08:31:06,2016 1 23 21.33,2661506,16777215
81.695,2015-07-13 07:15:50,2015.7.13.——19:15,1470560,16711680
82.897,2015-11-22 08:15:06,2015年11月22日21:14，另外10个小伙伴你们好,1758662,16777215
82.953,2015-07-11 04:07:48,九月那个你穿越了吧,1226523,16777215
84.113,2015-07-09 22:35:52,我就是进来复习一遍的,1493875,16777215
85.384,2015-07-12 12:12:35,勒着不难受吗？让我做一次好人帮你解开吧~~~~,1511364,16777215
85.89,2015-07-09 10:57:59,这乳房赞2015年7月9日22:57:40,1215001,16776960
87.607,2015-10-07 04:30:09,2015年10月20日 16:29:52,1606768,16777215
88.128,2016-01-14 03:00:23,2016年1月23内个站住！今天才14号！,3115375,16777215
90.66,2015-10-24 09:48:57,女主,1120765,16777215
91.355,2015-10-02 01:37:23,2015，10，2,1132528,16777215
92.416,2015-12-27 02:39:35,前面2016 1 23的别跑，现在才15 1227,2743731,16776960
93.701,2015-07-09 23:04:08,没人看？弹幕死哪去了,1090872,65280
95.366,2016-01-28 05:21:36,2016年1月28日 18:21:12,2041947,16777215
95.402,2015-10-02 06:18:42,看到一个跟我一起看的  我也是 2015/10/2,2129065,16777215
95.981,2015-08-13 00:34:12,德普哥好帅,1734056,16777215
96.772,2015-08-19 08:17:09,前面的禽兽住手，让我来！,1775894,16777215
98.787,2015-08-30 06:14:50,20150829‘18：10,1822046,16777215
102.298,2015-07-15 07:39:07,546546949898,1458275,16777215
104.455,2015-08-26 09:15:54,2015/8/26 21:16,1678256,16777215
104.727,2015-09-08 05:50:04,2015年9月8日17:49,1551686,16777215
105.175,2015-08-07 03:52:23,0.0,1227360,16711680
108.788002014,2015-08-29 06:39:13,是第一部的女神马？,1849043,16777215
113.679,2015-10-02 02:04:16,赞个屁，她胸这么平,1150197,16777215
115.073997498,2015-08-29 06:39:37,发生什么？,1849043,16777215
115.785,2015-07-31 06:03:52,2015.7.31 18 03,1655308,16711731
116.000999451,2015-08-30 03:57:52,凯拉奈特莉女神！！！,1849763,16777215
116.178,2015-07-10 10:09:30,女主角真美丽啊  很少外国女的脸蛋这么好看,1395427,16777215
117.272,2015-07-24 07:30:14,2015年7月24日19:33:16,1371233,16777215
119.935,2015-07-09 07:50:45,149个海盗不说话！！,1408579,16777215
121.022,2015-10-17 00:17:39,2015-10-17 12:16:26,1546072,16776960
121.123,2015-07-10 09:27:24,赞毛 挤的 看那个什么公爵就有她露点的 平得一B,242179,16777215
124.583,2015-08-07 03:52:43,男主挂了？,1227360,16711680
131.572,2015-08-01 00:50:49,变胖了啊伊莉,1666337,16777215
134.025,2015-07-24 07:30:30,有人吗,1371233,0
137.788,2015-07-09 11:12:41,刚考完试,978679,16777215
147.0,2015-11-21 21:18:52,哈哈,2574944,16776960
147.773,2015-07-24 07:30:44,2015年7月24日19:33:47,1371233,16711680
150.485,2015-07-23 01:09:19,都在看，那有功夫弹幕2015.7.23,1170763,16777215
157.143,2015-08-10 04:03:46,精灵王子,1577758,16777215
163.62,2015-07-24 06:35:55,2015.7.24，14个在线,1463965,16777215
169.96,2015-11-28 05:32:23,2015-11-28,2657861,16777215
175.087,2015-07-24 23:27:17,这个人一直都在升官。。,312895,16777215
176.612,2015-07-24 07:31:13,不对，十五,1371233,16711680
188.21,2016-01-29 07:58:25,这不是第一部那个军官,2736473,16777215
192.852,2016-01-16 08:59:22,在线的举手儿,2216712,16777215
197.328,2015-09-14 05:34:32,背景是静止的画,1960719,16777215
199.659,2015-10-02 06:20:28,30个海盗在线,2129065,16777215
202.85899353,2015-08-29 08:06:02,绝对故意的,1530147,16777215
203.298,2015-09-14 05:34:49,擦，动了~,1960719,16777215
213.819,2015-08-30 02:26:50,146在线,1864567,16777215
215.986,2015-09-29 00:18:15,在线的说话哈,2127527,16777215
237.716,2016-01-01 05:33:06,现在还有80个,886523,16777215
251.903,2015-10-02 06:21:21,果断遭 东印度公司陷害的,2129065,16777215
253.326,2015-12-10 21:03:24,233333333,2434670,16711680
255.275,2015-11-28 21:50:12,船长每次都是神出场    11.19  10:50,2665868,16777215
261.359,2015-10-24 09:51:47,这是什么时候的事情？,1120765,16777215
265.05,2016-01-01 05:33:33,另外70个jack,886523,16777215
269.272,2015-08-19 08:09:59,船长,1691613,16777215
274.204,2016-01-24 09:17:50,好看呢,3252156,16777215
278.707,2015-07-26 05:44:34,找不到一的,1611086,16777215
287.215,2015-08-30 02:28:05,快开学了！！！,1864567,16777215
291.787,2015-12-19 07:24:19,2015-12-19  考完四级看男神治愈一下,2297286,16777215
291.787,2015-12-19 07:23:40,快放假了！！!!!!!,2297286,16777215
296.426,2015-08-22 01:33:07,1234 全有,1793776,16777215
318.345,2015-08-26 09:19:28,打卡 2015/8/26  21：20,1678256,16777215
328.302,2016-01-30 05:17:39,记住这是迪士尼,3237850,16777215
328.562,2015-08-04 08:21:23,没人吗？我是lai来看字幕的,1670177,16777215
329.634,2015-08-30 02:28:48,我准备一下午把1234全看完,1864567,16777215
335.605,2015-08-22 08:24:06,1,1784620,16777215
340.032,2015-08-19 22:18:38,我也是,1775894,16777215
341.869,2015-08-26 09:19:52,有人呀  2015/8/26  21：20,1678256,16777215
342.845237211,2016-01-31 04:30:02,aaaaaaaaaaaaaaaāeaaaaftfyfytfrfr坎坎坷坷坎坎坷坷，，,3353393,16777215
345.605,2015-08-27 23:44:57,2015-08-28   11.44  在线18.你们人呢,1554225,13382400
346.058990479,2015-08-29 06:43:46,我认为他们两个基友海盗是个good man,1849043,16777215
346.098,2015-10-02 06:24:00,第一步最后杰克不是已经上黑珍珠号了么？怎么会从棺材里逃出来？,2129065,16777215
346.866,2015-11-05 01:36:00,好冷啊,2426209,16777215
349.19,2015-11-26 02:26:55,12345你们都是二百五,1708356,13369344
353.888,2015-08-21 21:38:24,有人,1789271,16777215
357.3,2015-07-13 07:29:32,每次杰克都是神开场.,563014,16777215
359.246,2015-11-05 01:36:12,下雨,2426209,16777215
360.0,2015-10-28 02:31:31,人！,1411811,16777215
365.945,2015-08-22 08:24:37,大家报数，一个一个来，1,1784620,16777215
372.948,2015-08-28 02:46:55,2,1320876,16777215
373.452,2015-08-26 09:20:24,2,1678256,16777215
377.0,2015-10-28 02:32:07,3        3,1411811,16777215
377.092,2015-12-21 00:10:02,3,2803927,16777215
377.633,2015-08-24 09:13:31,100,1745842,16777215
379.731994629,2015-11-09 12:45:12,7,2374703,16777215
381.846,2015-10-02 06:25:24,不想洗衣服~~,2129065,16777215
383.192,2015-12-10 21:05:34,23333333,2434670,16711680
385.179,2016-01-03 10:39:53,4,1538852,16777215
385.566,2016-02-01 02:21:50,14,3107738,16777215
386.572,2015-07-11 10:42:37,自带BGM的男人,1455205,16777215
386.626,2015-08-30 02:29:45,2355342,1864567,16777215
387.662,2015-10-02 06:24:43,101,2129065,16777215
390.207,2015-08-26 09:20:40,1526,1678256,16777215
390.356994629,2015-08-29 23:15:13,自带BGM的男人,1837004,16777215
391.325,2015-07-14 01:01:51,为什么现在不可以下载了,1050540,16777215
394.891,2015-08-14 12:33:48,.0.,1743881,255
399.0,2015-11-23 11:33:54,自带BGM的男人,2606889,16776960
399.493,2016-01-11 09:39:36,好了，我的BGM响了，你们可以去领盒饭了,2734588,16777215
399.942,2015-07-09 23:03:44,乌鸦：我真是哔了狗了,1105412,16777215
401.036,2015-09-05 02:03:36,乌鸦：老子做错什么了！,1238498,16777215
401.707,2015-08-01 11:24:29,每次出场都是这么6,1600456,16777215
405.129,2015-10-02 06:25:47,102,2129065,16777215
405.149,2015-12-07 00:27:51,现在UR俺还有另外4位ACER在一起看...,911693,16777215
411.217,2015-10-02 06:25:53,104,2129065,16777215
414.023,2015-08-22 08:25:25,介意,1784620,16777215
415.835,2015-08-10 04:09:28,2333333333333333,1577758,16777215
416.566,2015-07-13 07:30:31,期待 加勒比海盗5 啊,563014,16777215
417.66,2015-07-10 10:17:06, 他 为什么在箱子里 ？？？？？,1395427,16777215
418.886,2015-11-03 00:57:39,66,1401429,16777215
419.004,2015-08-30 02:32:14,2333333,1864567,16777215
419.021,2015-11-22 08:20:42,23333,1758662,16777215
419.252,2015-10-28 02:22:34,233333333,2337995,16777215
420.76,2015-10-02 06:26:03,1001,2129065,16777215
420.805999756,2015-08-29 06:05:54,我很好奇他怎么进去的,1551152,16777215
423.091,2015-08-26 09:21:13,哈哈哈哈啊哈,1678256,16777215
425.765,2015-07-24 07:41:50,尸体：老子真是日了狗了。,1496395,16777215
428.687,2015-07-09 22:12:28,怎么会没人啊,1515587,16777215
429.269,2015-10-02 06:26:11,1055,2129065,16777215
429.909,2015-11-28 05:38:07,导演说：进不进，不进滚蛋。。。然后就进了,2657861,16777215
431.683,2015-10-02 06:27:01,这个海盗第一部里面没有吧！！,2129065,16777215
436.131,2015-07-13 05:53:45,小时候看加勒比海盗还看不太懂，今天终于重温了！,1535695,16777215
436.535,2015-11-05 01:37:30,啧啧啧,2426209,13408716
439.752,2015-07-10 10:17:02,有人啊,1520877,16777215
440.916,2015-11-05 01:37:34,特殊爱好,2426209,13408716
441.756,2015-08-26 09:21:32,腿骨：老子非常之介意,1678256,16777215
442.517,2015-10-02 06:26:24,1266,2129065,16777215
445.644,2015-08-01 00:56:27,他去找钥匙了,1666337,16777215
445.939,2015-10-02 06:27:15,阿三？,2129065,16777215
464.437,2015-08-13 00:40:22,aye,1734056,16777215
468.663,2015-07-10 10:17:57,这个胡子男 这么想X战警 金刚狼,1395427,16777215
468.699,2015-07-13 05:54:19,怎么又是14个在线的,1535695,16777215
483.882,2015-10-02 06:28:05,猴子的诅咒为什么没解开？,2129065,16777215
488.502,2016-01-28 09:56:37,看看第一部的彩蛋就知道了,3194700,16777215
503.861,2015-11-05 01:38:37,最后它偷了金币,2426209,13408716
504.544,2015-08-30 02:33:40,那只猴子太诡异了,1864567,16777215
514.785,2015-08-27 23:50:02,什么情况下，这居然还卡。在线人数达20了。,1554225,13382400
527.963,2015-11-05 01:39:03,19 .,2426209,13408716
552.874023438,2015-11-14 08:23:15,船长也是随意,2494481,16777215
555.687,2015-12-28 04:29:34,20151227,2545736,16777215
557.016,2015-08-28 02:49:59,2015 8.28 14:51 在线：44,1320876,16777215
585.55,2015-11-05 01:40:00,二二,2426209,13408716
587.199,2015-12-28 04:30:06,20151228在线的25人···,2545736,16777215
590.31,2016-01-07 05:10:21,flag已立,2887473,16777215
592.081,2015-11-05 01:40:07,二,2426209,13408716
597.975,2016-01-03 11:26:23,罗盘是神器啊,442932,16777215
599.206,2015-12-22 11:19:04,打卡，2015/12/22/00:12,2817044,15079208
