0.0,2015-07-25 14:57:13,为何没人看见塞隆女神！,1545248,16777215
0.0,2015-05-23 12:33:53,...,306257,16777215
0.0,2015-05-08 10:57:55,2015/5/8 22:53,1274277,16777215
0.0,2015-01-24 08:43:33,这特么的是奥达曼FB门口那个地图么？,373718,16777215
0.0,2015-01-09 17:18:16,话说，不应该是中央人民广播电台么？ 这是我第一想法,878124,16777215
0.0,2014-10-12 01:21:25,救命啊，我要离开这。。。。,952160,6750156
0.0,2014-10-05 09:20:29,真卡啊,952356,39321
0.0,2014-10-05 09:20:22,卡啊,952356,39321
0.0,2014-10-04 01:08:53,...,795414,16777215
0.0,2014-10-02 22:18:07,房卡,417098,16777215
0.0,2014-09-29 01:57:56,放顶顶顶顶顶,712727,16777215
0.0,2014-09-18 09:04:05,卡，真卡。。。,391498,16777215
0.0,2014-09-18 06:52:37,1111111111111111111111111111111,900224,16777215
0.0,2014-09-17 09:33:16,卡在奇怪的地方,912742,16777215
0.0,2014-09-15 07:00:56,chloe,539432,16777215
0.0,2014-09-15 06:35:49,卡卡卡,875641,16777215
0.0,2014-09-15 02:09:11,土拨鼠叼爆,512900,16777215
0.0,2014-09-14 08:40:40,ks,864895,16777215
0.0,2014-09-14 05:27:20,卡的不要不要的,743791,16777215
0.0,2014-09-14 01:22:59,卡成逼样！！！！！,666330,16777215
0.0,2014-09-14 00:54:23,我怎么卡在奇怪的位置了。,316338,16777215
0.0,2014-09-14 00:36:35,卡卡卡卡卡卡卡,427348,65280
0.0,2014-09-13 11:41:07,房卡,417935,16777215
0.0,2014-09-13 11:18:58,我好像卡在这里了。,404429,16777215
0.0,2014-09-13 10:26:42,qqqqqqqqqqqqqqqqqqqqq,483718,16777215
0.0,2014-09-13 10:14:22,卡了,955927,16777215
0.0,2014-09-13 10:11:18,卡爆了,801735,16777215
0.0,2014-09-13 07:21:03,最爱的回到未来3  ！~~,744522,16777215
0.0,2014-09-13 06:55:10,???,895388,10027059
0.0,2014-09-12 11:29:54,那可是亿美元！笑尿,170156,16777215
0.0,2014-09-12 09:51:24,haoka,952610,16777215
0.0,2014-09-12 09:42:59,。,206367,16777215
0.0,2014-09-12 09:25:17,卡的动不了,832266,16777215
0.0,2014-09-12 01:38:38,9-12-13:32:33在线466,951444,65280
0.0,2014-09-12 01:38:18,201-年9-12-13:32:33在线466,951444,65280
0.0,2014-09-12 01:38:11,9-12-13:32:33在线466,951444,255
0.0,2014-09-12 01:37:57,201-年9-12-13:32:33在线466,951444,16776960
0.0,2014-09-12 01:37:19,2014年9月12日13:32:33  在线466,951444,16711935
0.0,2014-09-11 08:10:48,我1m,613761,16777215
0.0,2014-09-11 01:55:27,在线398,564881,16777215
1.718,2014-11-20 00:47:51,卡住了,992916,16777011
2.058,2014-09-13 10:15:43,2014年9月13日22:15:29,491486,16777215
2.78,2014-09-15 05:12:44,1,154674,16777215
2.875,2015-07-17 00:18:38,咔咔咔，咔咔咔,1468358,16777215
3.092,2014-09-10 21:53:20,4,716954,16777215
3.824,2014-10-03 08:37:27,阿门,711126,16777215
3.882,2014-10-02 22:17:21,房卡,417098,16777215
3.95,2014-09-22 01:58:18,.,910539,16777215
4.871,2014-09-11 23:17:32,367,848199,16777215
5.143,2014-09-11 09:18:27,1083g ,604497,16777215
5.444,2014-12-20 23:15:13,hah ,1112125,16777215
5.638,2015-02-04 06:25:41,。。。。。。。。。。。。。。。。。,1176286,16777215
5.932,2014-09-12 15:44:03,2014-9-13 03:44:23,354450,16777215
6.351,2014-09-11 09:16:42,1111111111111,255828,16777215
6.52,2014-09-13 11:59:14,发弹幕求不卡,862748,16777215
6.726,2014-09-12 01:07:31,我擦卡死,938317,16777215
7.079,2014-09-12 05:53:31,房卡,445772,16777215
7.258,2014-12-14 04:43:17,房卡,746632,13434624
7.788,2014-09-14 05:12:04,2014-09-14  17:12  在线381,965815,16711680
8.329,2014-09-11 22:16:27,303,963036,16777215
8.524,2014-11-10 02:28:17,................,860251,16777215
8.538,2014-09-11 06:11:16,~~~~~~~~~~~~~~~~~~~~~~~~,963241,16777215
8.545,2014-09-11 07:44:35,1029,887738,16777215
8.632,2014-11-19 16:04:36,卡卡卡,1035570,16777215
9.909,2014-09-12 09:26:00,598,20628,16777215
10.185,2014-09-11 02:51:39,466,368175,16777215
10.318,2014-09-14 07:41:56,2014年9月14日19:41:40,908275,16776960
10.681,2014-09-12 09:21:25,2014-9-12 21:22:27,528310,16711680
11.295,2015-08-08 08:58:43,2015.08.08,907198,16711680
11.298,2015-03-02 01:52:27,= = 、,1206982,3381708
11.346,2014-09-13 07:15:51,这画质绝壁假皇妃搬的，皇妃都搬真DVD画质,277483,16777215
12.73,2014-10-27 02:21:22,比卡卡西还卡,1002983,16777215
